,art_institution,art_movement,birthdate,birthplace,deathdate,deathplace,endyear,family_and_relatives,field,friends_and_co-workers,genre,image,influenced_by,influenced_on,link,name,nationality,official_site,painting_school,pupils,references,startyear,teachers,wikipedia
74,,[Mannerism (Late Renaissance)],1528,"Verona, Italy",19 April 1588,"Venice, Italy",,,[painting],,,https://uploads6.wikiart.org/images/paolo-veronese.jpg!Portrait.jpg,,[Maarten de Vos],https://www.wikiart.org/en/paolo-veronese,Paolo Veronese,Italian,,[Venetian School],,,,,[ http://en.wikipedia.org/wiki/Paolo_Veronese ]
75,,[Mannerism (Late Renaissance)],c.1532,"Cremona, Lombardy, Italy",16 November 1625,"Palermo, Sicily, Italy",1625.0,,[painting],,,https://uploads8.wikiart.org/temp/246b065b-ea17-4b02-ab17-169aa3deb0e0.jpg!Portrait.jpg,,,https://www.wikiart.org/en/sofonisba-anguissola,Sofonisba Anguissola,Italian,,[Lombard School],,,1555.0,,[ http://en.wikipedia.org/wiki/Sofonisba_Anguissola ]
76,,[Mannerism (Late Renaissance)],1541,"Crete, Greece",07 April 1614,"Toledo, Spain",1614.0,,"[painting, sculpture, architecture]",[Giulio Clovio],,https://uploads0.wikiart.org/images/el-greco.jpg!Portrait.jpg,[Byzantine Art],"[Expressionism, Cubism, Eugene Delacroix, Edouard Manet, Der Blaue Reiter (The Blue Rider), Paul Cezanne, Pablo Picasso, Franz Marc, Jackson Pollock, Roberto Montenegro, Jose Clemente Orozco]",https://www.wikiart.org/en/el-greco,El Greco,Greek,,[Cretan School],,,1563.0,[Titian],[ http://en.wikipedia.org/wiki/El_Greco ]
77,,"[Mannerism (Late Renaissance), Northern Renaissance]",1552,"Cologne, Germany",04 March 1615,"Prague, Austria",,,[painting],,,https://uploads8.wikiart.org/temp/e4d609cf-bbc6-4559-8c18-9a29c5d3eab4.jpg!Portrait.jpg,,,https://www.wikiart.org/en/hans-von-aachen,Hans von Aachen,German,,,,,,,[ http://en.wikipedia.org/wiki/Hans_von_Aachen ]
78,,[Mannerism (Late Renaissance)],24 August 1552,"Bologna, Italy",11 August 1614,"Rome, Italy",1613.0,,[painting],,,https://uploads8.wikiart.org/temp/3e3ac969-e0cc-4762-8adc-7e7672467a6c.jpg!Portrait.jpg,,,https://www.wikiart.org/en/lavinia-fontana,Lavinia Fontana,Italian,,[Bolognese School],,,1560.0,,[ http://en.wikipedia.org/wiki/Lavinia_Fontana ]
79,,[Mannerism (Late Renaissance)],21 September 1552,"Ravenna, Italy",23 December 1638,"Ravenna, Italy",,,[painting],,[portrait],https://uploads6.wikiart.org/images/barbara-longhi.jpg!Portrait.jpg,,,https://www.wikiart.org/en/barbara-longhi,Barbara Longhi,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Barbara_Longhi ]
80,,[Mannerism (Late Renaissance)],c.1560,"Venice, Italy",1590,"Venice, Italy",,,[painting],,,https://uploads8.wikiart.org/images/marietta-robusti.jpg!Portrait.jpg,,,https://www.wikiart.org/en/marietta-robusti,Marietta Robusti,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Marietta_Robusti ]
81,,[Mannerism (Late Renaissance)],09 July 1563,"Tuscany, Italy",07 February 1639,"London, United Kingdom",,[Artemisia Gentileschi],[painting],,,https://uploads1.wikiart.org/images/orazio-gentileschi.jpg!Portrait.jpg,,,https://www.wikiart.org/en/orazio-gentileschi,Orazio Gentileschi,Italian,,[Caravaggisti],[Artemisia Gentileschi],,,,[ https://en.wikipedia.org/wiki/Orazio_Gentileschi ]
82,,"[Mannerism (Late Renaissance), Baroque]",1564,"Sanlúcar de Barrameda, Spain",27 November 1644,"Seville, Spain",,,[painting],,,https://uploads8.wikiart.org/temp/5137cac0-f251-441e-92a3-887626d05520.jpg!Portrait.jpg,,,https://www.wikiart.org/en/francisco-pacheco,Francisco Pacheco,Spanish,,,,,,,[ https://en.wikipedia.org/wiki/Francisco_Pacheco ]
83,,"[Mannerism (Late Renaissance), Northern Renaissance]",1566,"Utrecht, Netherlands",01 August 1638,"Utrecht, Netherlands",,,"[painting, engraving]",,,https://uploads7.wikiart.org/images/joachim-wtewael.jpg!Portrait.jpg,,,https://www.wikiart.org/en/joachim-wtewael,Joachim Wtewael,Dutch,,,,,,,[ http://en.wikipedia.org/wiki/Joachim_Wtewael ]
84,,[Mannerism (Late Renaissance)],1578,"Milan, Italy",June 1630,"Milan, Italy",,,[painting],,[still life],https://uploads4.wikiart.org/images/fede-galizia.jpg!Portrait.jpg,,,https://www.wikiart.org/en/fede-galizia,Fede Galizia,Italian,,,,,,,[ http://en.wikipedia.org/wiki/Fede_Galizia ]
85,,[Northern Renaissance],c.1375,"Valenciennes, France",26 April 1444,"Tournai, Belgium",,,[painting],,,https://uploads8.wikiart.org/temp/acb0ae7f-f0d1-49f0-a780-05851443995e.jpg!Portrait.jpg,,,https://www.wikiart.org/en/robert-campin,Robert Campin,Flemish,,[Flemish School],,,,,[ http://en.wikipedia.org/wiki/Robert_Campin ]
86,,[Northern Renaissance],c.1395,"Maaseik, Netherlands",1441,"Bruges, Netherlands",1441.0,,[painting],,,https://uploads4.wikiart.org/images/jan-van-eyck.jpg!Portrait.jpg,,[Antonello da Messina],https://www.wikiart.org/en/jan-van-eyck,Jan van Eyck,Flemish,,[Flemish School],,[closertovaneyck.kikirpa.be],1420.0,,[ http://en.wikipedia.org/wiki/Jan_van_Eyck ]
87,,[Northern Renaissance],c.1399,"Tournai, Belgium",18 June 1464,"Brussels, Belgium",1464.0,,[painting],,,https://uploads4.wikiart.org/images/rogier-van-der-weyden.jpg!Portrait.jpg,,"[Antonello da Messina, Hans Memling]",https://www.wikiart.org/en/rogier-van-der-weyden,Rogier van der Weyden,Dutch,,[Flemish School],,,1427.0,,[ http://en.wikipedia.org/wiki/Rogier_van_der_Weyden ]
88,,[Northern Renaissance],c.1400,,c.1445,,,,[painting],,[religious painting],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/konrad-witz,Konrad Witz,Swiss,,,,,,,[ http://en.wikipedia.org/wiki/Konrad_Witz ]
89,,[Northern Renaissance],c.1410,"Baarle-Hertog, Belgium",c.1475,"Bruges, Belgium",,,[painting],,[portrait],https://uploads6.wikiart.org/images/petrus-christus(1).jpg,,[Hugo van der Goes],https://www.wikiart.org/en/petrus-christus,Petrus Christus,Dutch,,[Dutch School],,,,,[ http://en.wikipedia.org/wiki/Petrus_Christus ]
90,,[Northern Renaissance],c.1415,"Haarlem, Netherlands",06 May 1475,"Leuven, Belgium",,,[painting],,,https://uploads8.wikiart.org/temp/6ee632d6-4e4b-44e8-8faa-b2e06cadcdd9.jpg!Portrait.jpg,,[Hugo van der Goes],https://www.wikiart.org/en/dirk-bouts,Dirk Bouts,Dutch,,,,,,,[ http://en.wikipedia.org/wiki/Dieric_Bouts ]
91,,[Northern Renaissance],1420,,1481,,,,[painting],,[miniature],https://uploads4.wikiart.org/images/jean-fouquet.jpg!Portrait.jpg,,,https://www.wikiart.org/en/jean-fouquet,Jean Fouquet,French,,,,,,,[ http://en.wikipedia.org/wiki/Jean_Fouquet ]
92,,[Northern Renaissance],c.1430,"Seligenstadt, Germany",11 August 1494,"Bruges, Belgium",,,[painting],,,https://uploads4.wikiart.org/images/hans-memling.jpg!Portrait.jpg,[Rogier van der Weyden],[Raphael],https://www.wikiart.org/en/hans-memling,Hans Memling,Flemish,,"[Bruges School, Flemish School]",,,,,[ http://en.wikipedia.org/wiki/Hans_Memling ]
93,,[Northern Renaissance],c.1440,"Ghent, Belgium",c.1482,"Oudergem, Belgium",,,[painting],,[religious painting],https://uploads0.wikiart.org/images/hugo-van-der-goes.jpg!Portrait.jpg,"[Petrus Christus, Dirk Bouts]","[Vincent van Gogh, Martin Schongauer, Gerard David, Domenico Ghirlandaio]",https://www.wikiart.org/en/hugo-van-der-goes,Hugo van der Goes,Flemish,,"[Bruges School, Flemish School]",,,,,[ http://en.wikipedia.org/wiki/Hugo_van_der_Goes ]
94,,[Northern Renaissance],c.1448,"Colmar, France",02 February 1491,"Breisach, Germany",,,"[painting, engraving]",,,https://uploads0.wikiart.org/images/martin-schongauer.jpg!Portrait.jpg,[Hugo van der Goes],,https://www.wikiart.org/en/martin-schongauer,Martin Schongauer,German,,[German School],[Albrecht Durer],,,,[ http://en.wikipedia.org/wiki/Martin_Schongauer ]
95,,[Northern Renaissance],c.1450,,09 August 1516,,1516.0,,[painting],,,https://uploads8.wikiart.org/images/hieronymus-bosch.jpg!Portrait.jpg,,"[Pieter Bruegel the Elder, Yves Tanguy]",https://www.wikiart.org/en/hieronymus-bosch,Hieronymus Bosch,Dutch,,[Flemish School],,,1480.0,,[ http://en.wikipedia.org/wiki/Hieronymus_Bosch ]
96,,[Northern Renaissance],c.1460,"Oudewater, Netherlands",13 August 1523,"Bruges, Belgium",,,"[painting, illustration]",,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,[Hugo van der Goes],,https://www.wikiart.org/en/gerard-david,Gerard David,Flemish,,[Bruges School],,,,,[ http://en.wikipedia.org/wiki/Gerard_David ]
97,,[Northern Renaissance],c.1461,"Memmingen, Germany",1528,"Memmingen, Germany",,,[painting],,[portrait],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/bernhard-strigel,Bernhard Strigel,German,,[Swabian school],,,,,[ http://en.wikipedia.org/wiki/Bernhard_Strigel ]
98,,[Northern Renaissance],c.1462,"Mons, Belgium",January 1529,"Bruges, Belgium",,,"[painting, architecture]",[Albrecht Durer],,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/jan-provoost,Jan Provoost,Flemish,,[Flemish School],,,,,[ http://en.wikipedia.org/wiki/Jan_Provoost ]
99,,[Northern Renaissance],c.1470,,31 August 1528,,,,[painting],,[religious painting],https://uploads8.wikiart.org/temp/9f30c7f6-29c3-400d-b584-b26bb6c189bc.jpg!Portrait.jpg,,,https://www.wikiart.org/en/matthias-grunewald,Matthias Grünewald,German,,[German School],,,,,[ http://en.wikipedia.org/wiki/Matthias_Grünewald ]
100,,[Northern Renaissance],21 May 1471,"Nuremberg, Germany",06 April 1528,"Nuremberg, Germany",,,"[painting, printmaking, engraving, art theory]","[Raphael, Giovanni Bellini, Leonardo da Vinci, Jan Provoost, Joachim Patinir]",,https://uploads6.wikiart.org/images/albrecht-durer.jpg!Portrait.jpg,[Andrea Mantegna],"[Raphael, Titian, Parmigianino, Jacopo Bassano, Bartolomeo Veneto]",https://www.wikiart.org/en/albrecht-durer,Albrecht Durer,German,,[German School],,,,[Martin Schongauer],[ http://en.wikipedia.org/wiki/Albrecht_Dürer ]
101,,[Northern Renaissance],04 October 1472,,16 October 1553,,1553.0,,"[painting, printmaking, engraving]",,,https://uploads6.wikiart.org/images/lucas-cranach-the-elder.jpg!Portrait.jpg,,,https://www.wikiart.org/en/lucas-cranach-the-elder,Lucas Cranach the Elder,German,,[Danube school],,,1500.0,,[ http://en.wikipedia.org/wiki/Lucas_Cranach_the_Elder ]
102,,[Northern Renaissance],c.1475,,c.1500,,,,"[painting, fresco]",,[religious painting],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/jean-hey,Jean Hey,Flemish,,,,,,,[ http://en.wikipedia.org/wiki/Jean_Hey ]
103,,[Northern Renaissance],c.1478,"Maubeuge, France",01 October 1532,"Antwerp, Belgium",,,[painting],,"[portrait, religious painting]",https://uploads8.wikiart.org/temp/5df7d7b0-f11c-4dd2-a944-ddd586da55d9.jpg!Portrait.jpg,,,https://www.wikiart.org/en/mabuse,Mabuse,Flemish,,[Antwerp School],,,,,[ http://en.wikipedia.org/wiki/Jan_Mabuse ]
104,,[Northern Renaissance],c.1480,"Schwäbisch Gmünd, Germany",1526,"Pforzheim, Baden, Germany",,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/jerg-ratgeb,Jerg Ratgeb,German,,,,,,,[ http://en.wikipedia.org/wiki/Jerg_Ratgeb ]
105,,[Northern Renaissance],c.1480,"Altdorf , Germany",12 February 1538,"Regensburg, Germany",,,"[painting, printmaking, architecture]",,,https://uploads1.wikiart.org/images/albrecht-altdorfer.jpg!Portrait.jpg,,,https://www.wikiart.org/en/albrecht-altdorfer,Albrecht Altdorfer,German,,[Danube school],,,,,[ http://en.wikipedia.org/wiki/Albrecht_Altdorfer ]
106,,[Northern Renaissance],c.1480," Dinant, Belgium",05 October 1524,"Antwerp, Belgium",1524.0,,[painting],[Albrecht Durer],[landscape],https://uploads7.wikiart.org/images/joachim-patinir.jpg!Portrait.jpg,,,https://www.wikiart.org/en/joachim-patinir,Joachim Patinir,Flemish,,"[Flemish School, Antwerp School]",,,1515.0,,[ http://en.wikipedia.org/wiki/Joachim_Patinir ]
107,,[Northern Renaissance],c.1484,"Schwäbisch Gmünd , Germany",1545,"Strasbourg, France",,,"[painting, printmaking]",,,https://uploads8.wikiart.org/temp/10d4a9be-fe7b-4b8d-8c3c-c42877143eee.jpg!Portrait.jpg,,,https://www.wikiart.org/en/hans-baldung,Hans Baldung,German,,[Upper Rhine School],,,,,[ http://en.wikipedia.org/wiki/Hans_Baldung ]
108,,[Northern Renaissance],c.1490,,1550,,,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/gregorio-lopes,Gregorio Lopes,Portuguese,,,,,,,[ http://en.wikipedia.org/wiki/Gregório_Lopes ]
109,,[Northern Renaissance],c.1497,,November 1543,,,,"[painting, printmaking]",,[portrait],https://uploads7.wikiart.org/images/hans-holbein-the-younger.jpg!Portrait.jpg,,,https://www.wikiart.org/en/hans-holbein-the-younger,Hans Holbein the Younger,German,,[German School],,,,,[ http://en.wikipedia.org/wiki/Hans_Holbein_the_Younger ]
110,,[Northern Renaissance],c.1500,"Hemiksem, Belgium",c.1566,"Haarlem, Netherlands",,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/jan-van-hemessen,Jan van Hemessen,Flemish,,"[Flemish School, Antwerp School]",,,,,[ http://en.wikipedia.org/wiki/Jan_Sanders_van_Hemessen ]
111,,[Northern Renaissance],c.1500,Portugal,c.1543,Portugal,,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/cristovao-de-figueiredo,Cristovao de Figueiredo,Portuguese,,,,,,,[ http://en.wikipedia.org/wiki/Cristóvão_de_Figueiredo ]
112,,[Northern Renaissance],1508,"Amsterdam, Netherlands",03 June 1575,"Amsterdam, Netherlands",,,[painting],,"[genre painting, still life]",https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/pieter-aertsen,Pieter Aertsen,Dutch,,,,,,,[ http://en.wikipedia.org/wiki/Pieter_Aertsen ]
113,"[Guild of Saint Luke, Antwerp, Belgium]",[Northern Renaissance],c.1525,"Breda, Netherlands",09 September 1569,"Brussels, Belgium",,,"[painting, printmaking]","[Maarten de Vos, Giulio Clovio]",[genre painting],https://uploads7.wikiart.org/images/pieter-bruegel-the-elder.jpg!Portrait.jpg,[Hieronymus Bosch],,https://www.wikiart.org/en/pieter-bruegel-the-elder,Pieter Bruegel the Elder,Flemish,,"[Flemish School, Antwerp School]",,,,,[ http://en.wikipedia.org/wiki/Pieter_Bruegel_the_Elder ]
114,"[Guild of Saint Luke, Antwerp, Belgium]",[Northern Renaissance],1532,Belgium,04 December 1603,,,,[painting],[Pieter Bruegel the Elder],,https://uploads2.wikiart.org/00103/images/maarten-de-vos/portrait-of-maerten-de-vos.jpg!Portrait.jpg,"[Paolo Veronese, Tintoretto, Michelangelo]",,https://www.wikiart.org/en/maarten-de-vos,Maarten de Vos,Flemish,,,,[oxfordindex.oup.com],,[Tintoretto],[ https://en.wikipedia.org/wiki/Maerten_de_Vos ]
115,,[Northern Renaissance],c.1547,"London, United Kingdom",07 January 1619,"London, United Kingdom",,,[painting],,"[miniature, portrait]",https://uploads8.wikiart.org/temp/010505f2-6f54-4801-8e63-4e5f4c9dd7b3.jpg!Portrait.jpg,,,https://www.wikiart.org/en/nicholas-hilliard,Nicholas Hilliard,British,,,,,,,[ http://en.wikipedia.org/wiki/Nicholas_Hilliard ]
116,,"[Mannerism (Late Renaissance), Northern Renaissance]",1552,"Cologne, Germany",04 March 1615,"Prague, Austria",,,[painting],,,https://uploads8.wikiart.org/temp/e4d609cf-bbc6-4559-8c18-9a29c5d3eab4.jpg!Portrait.jpg,,,https://www.wikiart.org/en/hans-von-aachen,Hans von Aachen,German,,,,,,,[ http://en.wikipedia.org/wiki/Hans_von_Aachen ]
117,,"[Mannerism (Late Renaissance), Northern Renaissance]",1566,"Utrecht, Netherlands",01 August 1638,"Utrecht, Netherlands",,,"[painting, engraving]",,,https://uploads7.wikiart.org/images/joachim-wtewael.jpg!Portrait.jpg,,,https://www.wikiart.org/en/joachim-wtewael,Joachim Wtewael,Dutch,,,,,,,[ http://en.wikipedia.org/wiki/Joachim_Wtewael ]
118,,[Baroque],1554,"Antwerp, Belgium",07 October 1626,,,,"[painting, fresco, drawing]",,"[landscape, veduta]",https://uploads8.wikiart.org/temp/2e6892c9-8251-4060-b4c9-85f99762e960.jpg!Portrait.jpg,,,https://www.wikiart.org/en/paul-bril,Paul Bril,Flemish,,,,,,,[ http://en.wikipedia.org/wiki/Paul_and_Mattheus_Brill ]
119,,[Baroque],16 August 1557,,22 March 1602,,,[Annibale Carracci],,,,https://uploads0.wikiart.org/images/agostino-carracci.jpg!Portrait.jpg,,,https://www.wikiart.org/en/agostino-carracci,Agostino Carracci,Italian,,,,,,,[ https://en.wikipedia.org/wiki/Agostino_Carracci ]
120,,[Baroque],03 November 1560,"Bologna, Italy",15 July 1609,"Rome, Italy",,[Agostino Carracci],"[painting, fresco, engraving]",,,https://uploads0.wikiart.org/images/annibale-carracci.jpg!Portrait.jpg,"[Venetian School, Florentine School, Raphael, Andrea del Sarto]","[Bolognese School, Claude Lorrain]",https://www.wikiart.org/en/annibale-carracci,Annibale Carracci,Italian,,[Bolognese School],[Guido Reni],,,[Titian],[ http://en.wikipedia.org/wiki/Annibale_Carracci ]
121,,[Baroque],c.1562,"Haarlem, Netherlands",04 February 1640,"Haarlem, Netherlands",,,[painting],,[marina],https://uploads8.wikiart.org/temp/222b6db6-aa9b-4eb8-9435-7f7e2b0ccbfb.jpg!Portrait.jpg,,,https://www.wikiart.org/en/hendrick-cornelisz-vroom,Hendrick Cornelisz Vroom,Dutch,,[Dutch School],,,,,[ http://en.wikipedia.org/wiki/Hendrick_Cornelisz_Vroom ]
122,,"[Mannerism (Late Renaissance), Baroque]",1564,"Sanlúcar de Barrameda, Spain",27 November 1644,"Seville, Spain",,,[painting],,,https://uploads8.wikiart.org/temp/5137cac0-f251-441e-92a3-887626d05520.jpg!Portrait.jpg,,,https://www.wikiart.org/en/francisco-pacheco,Francisco Pacheco,Spanish,,,,,,,[ https://en.wikipedia.org/wiki/Francisco_Pacheco ]
123,,[Baroque],29 September 1571,"Milan, Italy",18 July 1610,"Porto Ercole, Italy",1610.0,,[painting],,,https://uploads2.wikiart.org/images/caravaggio.jpg!Portrait.jpg,,"[Gustave Courbet, Artemisia Gentileschi]",https://www.wikiart.org/en/caravaggio,Caravaggio,Italian,,,,,1593.0,,[ http://en.wikipedia.org/wiki/Caravaggio ]
124,,[Baroque],04 November 1575,"Bologna, Italy",18 August 1642,"Bologna, Italy",,,[painting],,,https://uploads2.wikiart.org/images/guido-reni.jpg!Portrait.jpg,,,https://www.wikiart.org/en/guido-reni,Guido Reni,Italian,,[Bolognese School],,,,[Annibale Carracci],[ http://en.wikipedia.org/wiki/Guido_Reni ]
125,,[Baroque],28 June 1577,"Siegen, Germany",30 May 1640,"Antwerp, Belgium",,,[painting],,,https://uploads0.wikiart.org/images/peter-paul-rubens.jpg!Portrait.jpg,,"[Gustave Courbet, Frans Hals]",https://www.wikiart.org/en/peter-paul-rubens,Peter Paul Rubens,Flemish,,"[Flemish School, Antwerp School]",,,,,[ http://en.wikipedia.org/wiki/Peter_Paul_Rubens ]
126,,[Baroque],11 November 1579,"Antwerp, Belgium",19 August 1657,"Antwerp, Belgium",1657.0,,[painting],,"[animal painting, still life]",https://uploads8.wikiart.org/images/frans-snyders(1).jpg!Portrait.jpg,,,https://www.wikiart.org/en/frans-snyders,Frans Snyders,Flemish,,[Flemish School],,,1600.0,,[ http://en.wikipedia.org/wiki/Frans_Snyders ]
127,,[Baroque],c.1580,"Antwerp, Belgium",1624,,1624.0,,[painting],,[still life],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/osias-beert,Osias Beert,Flemish,,,,,1600.0,,[ http://en.wikipedia.org/wiki/Osias_Beert ]
128,,[Baroque],c.1580,"Antwerp, Netherlands",26 August 1666,"Haarlem, Netherlands",1666.0,,[painting],,,https://uploads2.wikiart.org/images/frans-hals.jpg!Portrait.jpg,"[Peter Paul Rubens, Anthony van Dyck]","[Judith Leyster, Adriaen van Ostade, Ilya Repin]",https://www.wikiart.org/en/frans-hals,Frans Hals,Dutch,,"[Dutch School, Haarlem School]",[Adriaen van Ostade],,1611.0,,[ http://en.wikipedia.org/wiki/Frans_Hals ]
129,,[Baroque],c.1581,"Genoa, Italy",02 August 1644,"Venice, Italy",,,[painting],,,https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/bernardo-strozzi,Bernardo Strozzi,Italian,,"[Caravaggisti, Genoese school]",,,,,[ http://en.wikipedia.org/wiki/Bernardo_Strozzi ]
130,,[Baroque],1584,"Hulst, Belgium",09 May 1651,"Antwerp, Belgium",,,[painting],,[portrait],https://uploads8.wikiart.org/temp/e2af6cbb-24ac-4743-aa8c-dba183826563.jpg!Portrait.jpg,,,https://www.wikiart.org/en/cornelis-de-vos,Cornelis de Vos,Flemish,,"[Flemish School, Antwerp School]",,,,,[ http://en.wikipedia.org/wiki/Cornelis_de_Vos ]
131,,[Baroque],1587,"Amsterdam, Netherlands",1630,"The Hague, Netherlands",,,"[painting, printmaking]",,[landscape],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/esaias-van-de-velde,Esaias van de Velde,Dutch,,"[Dutch School, Haarlem School]",,,,,[ http://en.wikipedia.org/wiki/Esaias_van_de_Velde ]
132,,[Baroque],1588,"Hague, Netherlands",01 November 1629,"Utrecht, Netherlands",,,[painting],,[genre painting],https://uploads.wikiart.org/Content/images/ARTIST-480x600.jpg,,,https://www.wikiart.org/en/hendrick-terbrugghen,Hendrick Terbrugghen,Dutch,,"[Caravaggisti, Dutch School, Utrecht School]",,,,,[ http://en.wikipedia.org/wiki/Hendrick_ter_Brugghen ]
